id	sentiment	review
840	2	I m not a foreman in one of your mills that you can command
841	2	I m your fiance
842	2	My fiance
843	2	Yes you are and my wife
844	2	My wife in practice if not yet by law  So you will honor me
845	2	You ll honor me the way a wife is required to honor her husband
846	2	Because I will not be made out a fool Rose
847	2	Is this in any way unclear
848	2	No
849	2	Good  Excuse me
850	2	Miss Rose
851	0	We had a little accident That s all right Miss Rose
852	0	Sorry Trudy It s all right
853	0	Let me help you
854	0	It s all right miss
855	0	It s all right miss
856	0	Tea Trudy Yes ma am
857	2	You are not to see that boy again  Do you understand me
858	2	Rose I forbid it
859	2	Stop it Mother  You ll give yourself a nosebleed
860	2	This is not a game
861	2	Our situation is precarious
862	2	You know the money s gone
863	2	Of course I know it s gone
864	2	You remind me every day
865	2	Your father left us nothing but a legacy of bad debts hidden by a good name
866	0	That name is the only card we have to play
867	0	I don t understand you
868	0	It is a fine match with Hockley  It will ensure our survival
869	0	How can you put this on my shoulders
870	0	Why are you being so selfish
871	0	I m being selfish
872	2	Do you want to see me working as a seamstress
873	2	Is that what you want
874	2	To see our fine things sold at auction
875	2	Our memories scattered to the winds
876	2	It s so unfair
877	0	Of course it s unfair
878	0	We re women
879	0	Our choices are never easy
880	0	Protect them by Thy guiding hand
881	0	From every peril on the land
882	0	O spirit whom the Father sent
883	0	To spread abroad the firmament
884	0	O wind of heaven by thy might
885	0	Save all who dare the eagle s flight
886	0	And keep them by Thy watchful
887	0	Hello Mr  Andrews Hello Jack
888	0	I just need to talk to somebody for a second
889	0	Sir you re not supposed to be in here I just need to speak to someone
890	2	I was just here last night you don t remember me
891	0	No I m afraid I don t
892	0	Now you re gonna have to turn around He ll tell you
893	0	I just need to talk
894	0	Mr  Hockley and Mrs  Dewitt Bukater
895	0	continue to be appreciative of your assistance
896	0	They asked me to give you this in gratitude
897	0	I don t want your money  Please  I just
898	0	Also to remind you that you hold a thirdclass ticket
899	0	and that your presence here is no longer appropriate
900	1	Please I just wanna speak to Rose for one second
901	0	Gentlemen please see Mr  Dawson gets back to where he belongs
902	0	and that he stays there
903	0	Yes sir  Come along you
904	0	Hear us when we cry to Thee
905	0	For those in peril on the sea
906	0	And why do you have 2 steering wheels
907	0	We really only use this near shore Excuse me sir
908	0	Another ice warning  This one is from the Noordam
909	0	Thank you Sparks
910	0	Not to worry  Quite normal for this time of year
911	0	In fact we re speeding up  I ve just ordered the last boilers lit
912	0	Okay son wind it up tight like I showed you  That s right
913	0	Okay now let it go
914	0	That s excellent
915	0	Mr  Andrews forgive me
916	0	I did the sum in my head
917	0	and with the number of lifeboats times the capacity you mentioned
918	0	Forgive me but it seems that there are not enough for everyone aboard
919	0	About half actually
920	0	Rose you miss nothing do you
921	0	In fact I put in these newtype davits
922	0	which can take an extra row of boats inside this one
923	0	But it was thought by some
924	0	the deck would look too cluttered
925	0	So I was overruled
926	0	It s a waste of deck space as it is in an unsinkable ship
927	4	Sleep soundly young Rose
928	4	I have built you a good ship strong and true
929	4	She s all the lifeboat you need
930	4	Keep heading aft  The next stop will be the engine room
931	0	Come on
932	1	Jack this is impossible  I can t see you
933	1	I need to talk to you No Jack  No
934	1	Jack I m engaged
935	1	I m marrying Cal
936	1	I love Cal
937	0	Rose you re no picnic all right
938	0	You re a spoiled little brat even
939	4	But under that you re the most amazingly
940	4	astounding wonderful girl
941	4	Woman that I ve ever known and
942	4	Jack I No let me try to get this out
943	4	You re making
944	2	I m not an idiot  I know how the world works
945	0	I ve got  10 in my pocket
946	1	I have nothing to offer you and I know that
947	1	I understand
948	1	But I m too involved now
949	1	You jump I jump remember
950	1	I can t turn away without knowing you ll be all right
951	1	That s all that I want
952	1	Well I m fine
953	1	I ll be fine  Really
954	0	Really
955	0	I don t think so
956	0	They have got you trapped Rose
957	0	And you re gonna die if you don t break free
958	4	Maybe not right away because you re strong
959	0	but sooner or later that fire that I love about you Rose
960	0	that fire s going to burn out
961	2	It s not up to you to save me Jack
962	2	You re right
963	0	Only you can do that
964	1	I m going back  Leave me alone
965	0	Tell Lucile about the disaster you had with the stationers
966	0	Of course the invitations had to be sent back twice
967	0	Oh my dear And the dreadful bridesmaids  gowns
968	0	Let me tell you what an odyssey that has been
969	0	Rose decided she wanted lavender  She knows I detest the color
970	0	She did it to spite me
971	0	If only you d come to me sooner
972	1	Ruth saw some of my designs in La Mode lllustre
973	1	they were for the trousseau
974	1	of the Duchess of Marlborough s youngest daughter  They were quite charming
975	1	I think you ll agree my dear that together
976	1	we ve created something of a phoenix from the ashes
977	1	Hello Jack
978	0	I changed my mind
979	0	They said you might be up here
980	0	Give me your hand
981	4	Now close your eyes
982	4	Go on
983	4	Now step up
984	4	Now hold on to the railing  Keep your eyes closed
985	4	Don t peek I m not
986	4	Step up onto the rail
987	4	Hold on  Hold on
988	4	Keep your eyes closed
989	4	Do you trust me I trust you
990	4	All right open your eyes
991	4	I m flying  Jack
992	4	Come Josephine in my flying machine
993	4	Going up she goes up she goes
994	1	That was the last time Titanic ever saw daylight
995	1	We re up to dusk the night of the sinking
996	0	6 hours to go Incredible
997	0	There s Smith and he s standing there
998	0	and he s got the iceberg warning in his fucking hand
999	0	Excuse me his hand and he s ordering more speed
1000	0	26 years of experience working against him
1001	0	He figures anything big enough to sink the ship they re gonna see in time to turn
1002	0	But the ship s too big with too small a rudder
1003	0	Doesn t corner worth a damn
1004	0	Everything he knows is wrong
1005	0	It s quite proper I assure you  This is the sitting room
1006	0	Will this light do What
1007	0	Don t artists need good light
1008	0	That is true but I m not used to working in such horrible conditions
1009	0	Monet
1010	0	You know his work Of course
1011	4	Look at his use of color here  Isn t he great
1012	4	I know  It s extraordinary
1013	0	Cal insists on carting this hideous thing everywhere
1014	1	Should we be expecting him anytime soon
1015	0	Not as long as the cigars and brandy hold out
1016	0	That s nice  What is it a sapphire
1017	4	A diamond  A very rare diamond
1018	4	Jack I want you to draw me like one of your French girls
1019	4	Wearing this All right
1020	0	Wearing only this
1021	0	The last thing I need
1022	0	is another picture of me looking like a porcelain doll
1023	4	As a paying customer
1024	4	I expect to get what I want
1025	0	Over on the bed  The couch
1026	0	Lie down
1027	0	Tell me when it looks right Put your arm back the way it was
1028	0	Put that other arm up that hand right by your face there
1029	0	Right
1030	0	Now head down
1031	0	Eyes to me keep them on me
1032	0	And try to stay still
1033	0	So serious
1034	4	I believe you are blushing Mr  Big Artiste
1035	4	I can t imagine Monsieur Monet blushing
1036	0	He does landscapes
1037	0	Just relax your face Sorry
1038	4	No laughing
1039	4	My heart was pounding the whole time
1040	4	It was the most erotic moment of my life
1041	4	up until then at least
1042	0	So what happened next
1043	0	You mean did we do it
1044	1	Sorry to disappoint you Mr  Bodine
1045	1	Jack was very professional
1046	0	Thank you
1047	0	What are you doing
1048	0	Will you put this back in the safe for me
1049	0	Gentlemen would you excuse me Sure
1050	0	None of the stewards have seen her
1051	2	This is absurd  It s a ship
1052	2	There s only so many places she could be
1053	2	Lovejoy find her
1054	2	Clear Yes
1055	0	I don t think I ve ever seen such a flat calm
1056	0	Like a mill pond  Not a breath of wind
1057	0	It will make the  bergs harder to see
1058	0	with no breaking water at the base
1059	0	Well I m off
1060	0	Maintain speed and heading Mr  Lightoller
1061	0	Yes sir
1062	0	It s getting cold
1063	0	You look nice Miss Rose
1064	0	My drawings
1065	0	Come on Jack
1066	0	Wait Wait
1067	0	Go Take us down quick
1068	0	Go Quickly  Quickly
1069	0	Bye
1070	0	Sorry
1071	4	Keep going Thank you I ve got it
1072	4	Pretty tough for a valet this fella
1073	4	Seems more like a cop I think he was
1074	4	Oh shit Go
1075	4	No over here Quick
1076	4	Now what What
1077	4	More coal for number one mate
1078	4	What are you two doing down here
1079	4	You shouldn t be down here  It could be dangerous
1080	4	Carry on  Don t mind us
1081	4	You re doing a great job  Keep up the good work
1082	4	Look at what we have here
1083	4	Thank you
1084	4	Where to miss
1085	4	To the stars
1086	4	You nervous
1087	4	No
1088	4	Put your hands on me Jack
1089	4	It s bloody cold
1090	4	You know I can smell ice you know  When it s near
1091	4	Bollocks Well I can all right
1092	4	Did you ever find those binoculars for the lookouts
1093	4	Haven t seen them since Southampton
1094	4	Well I ll be on my rounds  Cheerio
1095	0	You re trembling
1096	0	Don t worry I ll be all right
1097	0	They ran down there All right
1098	0	Anything missing
1099	0	I ve got a better idea
1100	0	Gotcha
1101	4	Did you see those guys  faces
1102	4	Did you see them
1103	4	When the ship docks
1104	4	I m getting off with you
1105	4	This is crazy I know
1106	4	It doesn t make any sense
1107	4	That s why I trust it
1108	4	Here look at this
1109	4	Look at that would you
1110	4	They re a bit warmer than we are
1111	4	If that s what it takes for us to get warm I d rather not
1112	0	if it s all the same to you all right
1113	0	Bugger me
1114	0	Pick up you bastards
1115	0	Is anyone there Yes what do you see
1116	0	Iceberg right ahead Thank you
1117	0	Iceberg right ahead
1118	0	Hard to starboard
1119	0	Turn  Smartly
1120	0	Full astern
1121	0	Hard over Helm s hard over sir
1122	2	Go lads go
1123	2	Bring that steam down  Bring it down
1124	0	Shut all the dampers  Shut them
1125	0	Hold it
1126	0	Now  Engage the reversing engine
1127	0	Why ain t they turning
1128	0	Is it hard over It is  Yes sir hard over
1129	0	Come on  Come on  Turn
1130	0	Yes
1131	0	It s gonna hit
1132	0	Jesus Christ
1133	0	Jesus
1134	0	Hard to port Hard to port
1135	0	Get back
1136	0	Come on let s go
1137	0	Get out of the door  They re closing the doors
1138	0	Get out
1139	0	Get out of the door  Go
1140	0	Come on lads  Go lads go
1141	0	Out
1142	1	Oh my God
1143	4	That was a close shave wasn t it
1144	4	Smell ice can you  Bleeding Christ
1145	0	Note the time and enter it in the log
1146	0	What was that Mr  Murdoch
1147	0	An iceberg sir
1148	0	I put her hard to starboard and ran the engines full astern but it was too close
1149	0	I tried to port round it but she hit
1150	0	Close the watertight doors Doors are closed sir
1151	0	All stop Aye sir
1152	0	Find the carpenter  Get him to sound the ship
1153	0	Yes sir
1154	0	Come on let s get the hell out of here
1155	0	Come on hurry up
1156	0	Excuse me why have the engines stopped
1157	0	I felt a shudder I shouldn t worry madam
1158	0	We ve likely thrown a propeller blade  That s the shudder you felt
1159	0	May I bring you anything
1160	0	No thank you
1161	0	So now there s talk of an iceberg  Did you see anything
1162	0	I don t see anything now  Do you
1163	0	If this is the direction the rats are going that s good enough for me
1164	0	Everything s under control
1165	0	You there Sir there is no emergency
1166	2	Yes there is  I ve been robbed
1167	2	Get the masteratarms
1168	2	Now you moron Yes sir
1169	2	Hey did I miss the fun
1170	0	Did you see what happened No I missed it
1171	0	Apparently it hit over there
1172	0	Boiler Room 6 is flooded 8 feet above the plate
1173	0	and the mail hold is worse  She s all buckled in
1174	0	Can you shore up Not unless the pumps get ahead
1175	0	Have you seen the damage in the mail hold
1176	0	No she s already underwater
1177	0	This is bad
1178	0	We should tell Mother and Cal
1179	0	I think they re very good sir
1180	2	Don t touch anything  I want the entire room photographed
1181	0	We ve been looking for you miss
1182	0	Here we go
1183	0	Something serious has happened
1184	0	Yes it has
1185	0	Indeed
1186	0	Two things dear to me have disappeared this evening
1187	0	Now that one is back I have a pretty good idea where to find the other
1188	0	Search him
1189	0	Take your coat off son Now what
1190	0	Come on now
1191	2	Cal what are you doing
1192	0	We re in the middle of an emergency  What s going on
1193	0	Is this it That s it
1194	0	This is horseshit
1195	0	Don t you believe it Rose  Don t
1196	0	He couldn t have Of course he could
1197	0	It s easy enough for a professional
1198	2	But I was with him the whole time  This is absurd
1199	0	Perhaps he did it while you were putting your clothes back on dear
1200	0	Real slick Cal  Rose they put it in my pocket
1201	0	Shut up It isn t even your pocket  Is it son
1202	0	Property of A L  Ryerson
1203	0	That was reported stolen today
1204	0	I just borrowed it  I was gonna return it
1205	0	An honest thief  We have an honest thief here do we
1206	0	You know I didn t do this Rose  You know it
1207	0	Don t believe them Rose  You know it
1208	1	You know I didn t do it Come on son  Let s go
1209	1	Rose Come on there s a good lad
1210	0	Come on
1211	1	You know I didn t do it  You know me
1212	1	This is most unfortunate Captain
1213	1	Water 14 feet above the keel in 10 minutes
1214	0	in the forepeak in all 3 holds and in Boiler Room 6
1215	2	That s right sir When can we get underway damn it
1216	0	That s 5 compartments
1217	0	She can stay afloat with the first 4 compartments breached
1218	0	but not 5
1219	0	Not 5
1220	0	As she goes down by the head
1221	0	the water will spill over the tops of the bulkheads at  E  deck
1222	0	from one to the next back and back
1223	1	There s no stopping it
1224	1	The pumps  We open the pumps
1225	1	The pumps buy you time but minutes only
1226	1	From this moment no matter what we do
1227	1	Titanic will founder
1228	0	But this ship can t sink
1229	2	She s made of iron sir  I assure you she can  And she will
1230	2	It is a mathematical certainty
1231	0	How much time
1232	1	An hour  Two at most
1233	1	And how many aboard Mr  Murdoch
1234	1	2  200 souls on board sir
1235	0	Well I believe you may get your headlines Mr  Ismay
1236	2	Oh it is a little slut isn t it
1237	2	You look at me when I m talking to you
1238	2	Mr  Hockley Not now  We re busy
1239	0	Sir I ve been told to ask you to put on your lifebelts
1240	2	and come up to the boat deck I said not now
1241	0	I m sorry to inconvenience you Mr  Hockley but it s Captain s orders
1242	0	Now please dress warmly
1243	0	It s quite cold out tonight
1244	0	Now may I suggest topcoats and hats
1245	0	This is ridiculous
1246	0	Not to worry miss  I m sure it s just a precaution
1247	0	Everybody up  Lifebelts on
1248	2	What s he on about
1249	0	Everybody up  Put your lifebelts on What s the ruckus
1250	0	Just put your lifebelts on
1251	0	CQD
1252	0	Sir
1253	0	That s right CQD the distress call
1254	1	That s our position
1255	1	Tell whoever responds that we re going down by the head
1256	1	and need immediate assistance
1257	0	Blimey
1258	0	Keep lowering
1259	0	Steady  Make it taut  And winch out
1260	0	Uncover this boat  Uncover all the boats aft
1261	0	Release those ties
1262	0	Roll back that cover  Smartly now
1263	0	Mr  Wilde where are the passengers
1264	0	They ve all gone back inside  Too damn cold and noisy for them
1265	1	You there
1266	1	Get down here and help with these lines
1267	1	Care for a drink sir
1268	1	Please put your lifebelts on
1269	0	Sonny what s doing
1270	0	You got us all trussed up here and now we re cooling our heels
1271	0	Sorry ma am  Let me go find out
1272	0	I don t think anybody knows what the hell s going on around here
1273	0	It s just the goddamned English doing everything by the book
1274	0	There s no need for language Mr  Hockley
1275	0	Go back and turn the heaters on in our rooms
1276	0	I d like a cup of tea when I return
1277	0	Yes ma am Yes ma am
1278	0	Mr  Andrews
1279	0	I saw the iceberg  And I see it in your eyes
1280	0	Please tell me the truth
1281	1	The ship will sink
1282	0	You re certain Yes
1283	1	In an hour or so
1284	1	all this will be at the bottom of the Atlantic
1285	0	What
1286	1	Please tell only who you must
1287	1	I don t want to be responsible for a panic
1288	0	And get to a boat  Quickly  Don t wait
1289	0	You remember what I told you about the boats
1290	0	Yes
1291	0	I understand
1292	0	Yes madam please put it on immediately
1293	0	Over here son
1294	0	Sir they need you up at the secondclass purser s office
1295	0	There s a big mob up there Go on  I ll keep an eye on him
1296	0	Aye  Right
1297	0	Sir
1298	0	Carpathia says they re making 17 knots
1299	0	Full steam for them sir
1300	0	She s the only one who s responding
1301	0	The only one close sir
1302	0	Says they can be here in 4 hours
1303	0	4 hours
1304	1	Thank you Bride
1305	1	My God
1306	0	We are swung out and ready sir
1307	0	Hadn t we better get the women and children into the boats sir
1308	1	Yes
1309	1	Sir
1310	1	Women and children first yes
1311	0	Yes sir
1312	0	Ladies and gentlemen your attention please
1313	0	Step this way please  That s right
1314	0	Come towards me  Thank you
1315	0	Good
1316	0	For the time being I shall require only women and children
1317	0	Gentlemen please Right here
1318	0	All right boys  Like the Captain said nice and cheery so there s no panic
1319	0	Wedding Dance
1320	0	Lifebelts on  Put your lifebelts on
1321	0	Here put your lifebelt on
1322	0	Yeah come on  Put your lifebelt on
1323	0	Turn that around
1324	0	Please
1325	0	It isn t time to go up to the boats yet
1326	0	Please stay calm
1327	0	Make sure everybody you ve got your lifebelts on
1328	0	And gentlemen allow the women and children through to the front
1329	0	What are we doing Mommy We re just waiting dear
1330	1	When they finish putting firstclass people in the boats
1331	1	they will be starting with us and we ll want to be all ready won t we
1332	0	Everybody not just right yet
1333	0	Don t push on the gates  You won t get out any faster
1334	2	Someone help Go and get some help
1335	2	Lower it away left and right together
1336	0	Both sides together  Steady
1337	0	Steady
1338	0	Stop
1339	0	Hold the left side
1340	0	Right side only
1341	0	Right side only  Hold the left side
1342	0	Lower away together
1343	0	Steady lads
1344	0	You know I do believe this ship may sink
1345	0	I ve been asked to give you this small token of our appreciation
1346	0	Compliments of Mr  Caledon Hockley
1347	0	Come on sister  You heard the man  Into the boat
1348	0	Any room for a gentleman gentlemen
1349	0	Only women at this time sir
1350	0	Will the lifeboats be seated according to class
1351	0	I hope they re not too crowded
1352	2	Oh Mother shut up
1353	2	Don t you understand
1354	2	The water is freezing and there aren t enough boats
1355	2	Not enough by half
1356	2	Half the people on this ship are going to die
1357	0	Not the better half
1358	0	Come on Ruth get in the boat  Firstclass seats are right up here
1359	0	You know it s a pity I didn t keep that drawing
1360	0	It ll be worth a lot more by morning
1361	0	Women and children towards the front please
1362	2	You unimaginable bastard
1363	2	Come on Rose darling  There s plenty of room for you
1364	0	Right this way miss
1365	0	Come on Rose
1366	0	You re next darling
1367	0	Come into the boat Rose
1368	0	Come
1369	0	Rose
1370	0	Get into the boat
1371	0	Rose
1372	0	Goodbye Mother
1373	0	Rose
1374	0	Rose come back here Where are you going
1375	0	To him
1376	0	What to be a whore to a gutter rat
1377	0	No wait
1378	2	I d rather be his whore than your wife
1379	0	No
1380	0	I said no
1381	0	Rose please stop
1382	2	Lower away No stop
1383	0	All together No wait
1384	0	Lower away
1385	0	Rose
1386	0	Help
1387	0	Can anybody hear me
1388	0	Hello  Help me
1389	0	Mr  Andrews
1390	0	Steward check the starboard corridor Yes Mr  Andrews
1391	0	Madam please put on a lifebelt  Get to the boat deck immediately
1392	0	Lucy for God s sake put on a lifebelt and set a good example
1393	0	Yes sir
1394	4	Anyone in here Mr  Andrews
1395	4	Thank God
1396	0	Where would the masteratarms take someone under arrest
1397	2	You have to get to a boat right away No
1398	1	I m doing this with or without your help sir
1399	0	But without will take longer
1400	0	Take the elevator to the very bottom  Go to the left
1401	0	Down the crewmen s passage then go right and left again at the stairs
1402	0	You ll come to a long corridor
1403	0	This could be bad
1404	0	Oh shit
1405	0	Excuse me  Thank you
1406	0	I do not care what you think sir Lifts are closed
1407	0	I m sorry miss but the lifts are closed
1408	2	I m through being polite God damn it  Now take me down
1409	2	E deck
1410	2	Come on
1411	0	I m going back up No
1412	0	Come back  I m going back up
1413	0	Crew passage
1414	1	Jack
1415	0	Rose
1416	0	Jack
1417	0	Rose I m in here
1418	0	Jack
1419	0	Jack Rose
1420	4	Jack  Jack I m sorry
1421	4	I m sorry  I m so sorry
1422	1	That guy Lovejoy put it in my pocket I know  I know
1423	0	Listen Rose
1424	0	you re gonna have to find a spare key all right
1425	0	Look in that cabinet right there
1426	0	It s a little silver one Rose
1427	0	Silver
1428	0	These are all brass ones
1429	0	Check right here Rose
1430	0	Rose
1431	4	how d you find out I didn t do it
1432	4	I didn t  I just realized I already knew
1433	0	Keep looking
1434	0	No key  There s no key
1435	0	All right Rose listen
1436	0	You re gonna have to go find some help
1437	0	It ll be all right
1438	0	I ll be right back
1439	0	I ll just wait here
1440	1	Hello  Is there anyone here
1441	1	Hello
1442	1	Is there anybody down here
1443	1	We need help  Hello
1444	0	Damn it
1445	1	Can anybody hear me please  Hello
1446	0	Oh thank God
1447	0	Wait I need your help  There s a man back here
1448	0	Wait
1449	0	Hello
1450	0	Hello
1451	0	Miss you shouldn t be here now
1452	0	I need your help We ll get you topside  This way quickly
1453	0	There s a man down here  He s trapped
1454	0	This way  There is no need to panic Please
1455	2	No I m not panicking  You re going the wrong way
1456	2	Let go of me  Listen
1457	2	The hell with you
1458	0	Oh my God
1459	0	Jack
1460	0	Rose
1461	0	Will this work
1462	0	I guess we ll find out  Come on
1463	0	Wait
1464	0	Try a couple of practice swings over there
1465	0	Good  Now try to hit the same mark again Rose  You can do it
1466	0	Okay  That s enough practice
1467	0	Come on Rose  You can do it
1468	0	Listen just hit it really hard and really fast
1469	0	Come on  Wait
1470	0	Open your hands up a little more
1471	0	Good Like that
1472	0	Right
1473	0	Listen Rose I trust you
1474	0	Go
1475	4	You did it
1476	4	Come on let s go
1477	0	Oh shit this is cold
1478	0	This is the way out
1479	0	We have to find another way  Come on
1480	0	Now there s something you don t see every day
1481	0	What s this luggage doing here  Get rid of it  We need the room
1482	2	Get rid of that  Out
1483	2	Come  Time for her to go sir  Step back
1484	2	Keep calm  Sit down No
1485	2	No Make more room
1486	0	That s right  Look sharp
1487	0	Lovejoy
1488	0	She s not on the starboard side either
1489	0	We re running out of time
1490	2	This strutting martinet isn t letting any men on at all
1491	2	There s one on the other side letting men on
1492	0	Then that s our play
1493	0	We ll need some insurance first  Come on
1494	0	Come on this way please  All the way down there
1495	0	Here
1496	0	What do you think you re doing
1497	0	You ll have to pay for that you know
1498	0	That s White Star Line property Shut up
1499	0	Will you hold the boat a moment  I just have to run back to my room
1500	0	Sit down She s the last
1501	0	Mr  Lightoller why are the boats being launched halffull
1502	0	Not now Mr  Andrews There look
1503	0	20 or so in a boat built for 65
1504	0	And I saw one boat with only 12  12
1505	0	We weren t sure of the weight Mr  Andrews
1506	2	These boats may buckle Rubbish
1507	2	They were tested in Belfast with the weight of 70 men
1508	2	Now fill these boats Mr  Lightoller  For God s sake man
1509	2	Please I need more women and children
1510	2	Get back in there  This is not an exit
1511	2	Get back in there
1512	2	You can t keep us locked in here like animals  The ship s bloody sinking
1513	2	Bring forward the women
1514	2	Unlock the gates
1515	2	Women only
1516	1	Lock the gates
1517	1	For God s sake man there are women and children down here
1518	1	Let us up so we can have a chance
1519	1	Get back
1520	0	Jack Tommy
1521	0	Can we get out It s hopeless that way
1522	0	Whatever we do we ve got to do it fast
1523	0	Jack
1524	0	Fabrizio
1525	1	The boats are all gone
1526	1	This whole place is flooding  We ve got to get out
1527	0	There is niente this way All right
1528	0	Let s go this way all right  Come on
1529	0	I make my own luck So do I
1530	0	Come on
1531	0	No come on let s go this way
1532	0	This way
1533	2	Just go back to the main stairwell and everything will be sorted out there
1534	2	The hell it will
1535	2	It will all get sorted out back there  Go back to the main stairwell
1536	2	Open the gate Go back down the main stairwell
1537	2	Open the gate right now
1538	2	Go back down the main stairwell like I told you
1539	2	God damn it  Son of a bitch
1540	2	Stop that
1541	0	Open the damn gate
1542	0	Fabri Tommy give me hand here
1543	0	Move aside  Move aside Pull
1544	0	Pull
1545	0	Move aside Put that down
1546	0	Move aside Put that down
1547	0	One  Two Stop that
1548	2	Three
1549	2	Again
1550	2	Let s go
1551	2	Let s go Rose
1552	0	You can t go up there  You can t do this
1553	0	Keep order here
1554	0	Get back  Get back
1555	0	Hold on to her
1556	0	Pull her in
1557	0	Get back I say
1558	2	or I ll shoot you all like dogs
1559	2	Keep order here
1560	2	Keep order I say
1561	2	Mr  Lowe man this boat
1562	0	Right
1563	0	Is everybody all right  Nobody panic
1564	0	Stay back
1565	0	We re too late
1566	0	There are more boats down the front
1567	0	Stay with this one  Murdoch  He seems to be quite practical
1568	0	Stop lowering
1569	0	Stop lowering
1570	0	Cut the falls
1571	2	Sit down
1572	2	Stay back you lot  Just stay back
1573	2	Stay back the lot of you  Just stay back
1574	0	It s starting to fall apart  We don t have much time
1575	0	Mr  Murdoch
1576	0	Mr  Hockley  You two with me now
1577	0	I m a businessman as you know I have a business proposition for you
1578	0	Come on Rose
1579	0	The boats are gone
1580	1	Colonel are there any boats on that side
1581	1	No miss but there are a couple of boats all the way forward
1582	0	This way I ll lead you
1583	1	What s the use  Nobody s listening to us anyway
1584	1	They don t listen to us at dinner either  Come on let s play  Keep us warm
1585	1	Orpheus
1586	0	Music to drown by  Now I know I m in first class
1587	1	Where is everyone They re all still aft sir
1588	1	Come on madam don t cry
1589	0	We have an understanding then Mr  Murdoch
1590	2	Will the men please hold back  Hold back I say
1591	2	Women and children only  Get back
1592	2	I said step back sir  Come through madam
1593	2	This way  Step back sir
1594	0	Let the women
1595	0	You better check the other side  Go
1596	0	I found her on the other side  Waiting for a boat
1597	0	with him
1598	0	Any more women and children They re all aboard Mr  Murdoch
1599	0	Anyone else then
1600	0	Hop on sir Anyone else
1601	0	Do hurry  Hurry along
1602	0	Stand by the falls
1603	2	God damn it all to hell
1604	2	Shit
1605	2	Fire
1606	2	Sir you can t go through here
1607	2	Sir you can t go through
1608	2	That s it  Splendid  Right
1609	0	Prepare to lower
1610	0	Ready on the left
1611	1	Take them down
1612	1	Keep it steady
1613	1	Both sides together  Steady  Keep it steady
1614	1	Give her to me Daddy
1615	1	It ll be fine darling  Don t you worry Take her
1616	1	Daddy get in the boat
1617	1	It s goodbye for a little while  Only for a little while
1618	1	There ll be another boat for the daddies
1619	1	this boat s for the mommies and the children
1620	1	You hold Mommy s hand and be a good little girl
1621	1	I m not going without you
1622	1	No  You have to go now No Jack
1623	0	Get in the boat Rose
1624	1	No Jack
1625	2	Yes  Get on the boat
1626	0	Yes get on the boat Rose
1627	0	My God  Look at you  You look a fright
1628	0	Here
1629	0	Put this on  Come on
1630	0	Go on  I ll get the next one
1631	0	No not without you
1632	0	I ll be all right  Listen I ll be fine
1633	1	I m a survivor all right  Don t worry about me
1634	0	Now go on  Get on
1635	0	I have an arrangement with an officer on the other side of the ship
1636	0	Jack and I can get off safely  Both of us
1637	0	See  I got my own boat to catch
1638	0	Go Come on hurry  They re almost full
1639	0	Step aboard miss
1640	0	Go Come on hurry
1641	0	Step aboard please You re Daddy s good girl
1642	0	Step lively Keep back
1643	0	Keep back I say
1644	0	Clear the rail please
1645	0	Lower away
1646	0	Steady
1647	0	And lower away evenly lads
1648	0	Easy
1649	0	Lower away
1650	0	You re a good liar
1651	0	Almost as good as you
1652	0	Easy now  And lower away
1653	0	There s no There s no arrangement is there
1654	0	No there is
1655	0	Not that you ll benefit much from it
1656	0	And even away
1657	0	I always win Jack
1658	0	And lower away evenly lads
1659	0	One way or another
1660	0	Watch that trim  Trim that boat
1661	0	Easy
1662	0	Even lads
1663	0	Keep going
1664	0	Rose
1665	0	Stop her Rose
1666	0	What are you doing Stop her
1667	0	No
1668	0	Rose
1669	0	You re so stupid  Why did you do that
1670	0	You re so stupid Rose
1671	0	Why did you do that  Why
1672	4	You jump I jump right
1673	4	Right
1674	4	Oh God
1675	4	I couldn t go  I couldn t go Jack
1676	4	It s all right  We ll think of something
1677	4	At least I m with you
1678	4	Come on  Move
1679	2	Come on
1680	2	Come on  Move
1681	0	Come on
1682	0	Move
1683	0	Come on come on Rose
1684	0	Rose come on
1685	0	Move Rose
1686	0	Go
1687	2	I hope you enjoy your time together
1688	2	What could possibly be funny
1689	2	I put the diamond in the coat
1690	2	And I put the coat on her
1691	0	Come on
1692	0	Dada
1693	0	We can t leave him
1694	0	All right come on
1695	0	Dada
1696	0	Go back
1697	0	That s the wrong way  Come back
1698	0	Go
1699	0	Go
1700	0	Run Rose
1701	0	Jack
1702	0	Jack Rose
1703	0	This way
1704	0	Come on
1705	0	Give me your hand
1706	0	Oh God
1707	0	Help
1708	0	Help
1709	0	Wait sir  Sir open the gate please
1710	0	Please Please help us
1711	0	Please Please
1712	0	Bloody hell
1713	0	Hurry
1714	0	Come on come on Come on
1715	0	Go go
1716	0	Jesus
1717	0	Please Come on
1718	1	Hurry
1719	1	Come on
1720	0	I m sorry I dropped the keys
1721	0	Wait please Wait
1722	0	Don t leave  Please send for help
1723	0	I got it  Which one is it Rose
1724	0	The short one  Try the short one
1725	1	Hurry Jack
1726	1	Oh no  No it won t go in
1727	1	Hurry Jack
1728	0	It s stuck  It s stuck
1729	0	Come on Hurry Jack
1730	0	Hurry Jack
1731	0	I got it  Go Rose
1732	0	Go
1733	0	Jack
1734	0	Come on
